graph,database,method,dependency,m5_max_inc_count,m6_avg_inc_count,m7_minimality,m7_minimality_no_clusters,m7_minimality_no_matches
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.countries,e.valid_until\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.sourceID,e.country_codes\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.valid_until,e.sourceID",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.country_codes\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.369230769224,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.countries\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,all,(x7:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x7.EvalidUntil\determ x7,1,1.0,1.0,3,3
$S_\text{Off-3}$,Neo4J,all,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.EcountryCodes\determ x1,1,1.0,1.0,858,858
$S_\text{Off-3}$,Neo4J,all,(x3:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x3.EsourceID\determ x3,1,1.0,1.0,3,3
$S_\text{Off-3}$,Neo4J,all,(x9:EcountriesecountryCodes:Ecountries&EcountryCodes)::x9.Ecountries\determ x9,1,1.0,1.0,858,858
$S_\text{Off-3}$,Neo4J,all,(x5:EserviceProvideresourceID:EsourceID&EserviceProvider)::x5.EserviceProvider\determ x5,1,1.0,1.0,4,4
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.sourceID,e.valid_until",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.369230769224,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,node-left,(x7:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x7.EvalidUntil\determ x7,1,1.0,1.0,3,3
